full_name,member_title,last_name,state,party_name,chamber,year_start,year_end,member_id
Tom Malinowski,Representative,Malinowski,New Jersey,Democratic,House,2019,2020,1794
Tom Marino,Representative,Marino,Pennsylvania,Republican,House,2011,2019,1795
Tom McClintock,Representative,McClintock,California,Republican,House,2009,2020,1796
Tom O'Halleran,Representative,O'Halleran,Arizona,Democratic,House,2017,2020,1797
Tom Osborne,Representative,Osborne,Nebraska,Republican,House,2001,2007,1798
Tom Price,Representative,Price,Georgia,Republican,House,2005,2017,1799
Tom Reed,Representative,Reed,New York,Republican,House,2010,2020,1800
Tom Rice,Representative,Rice,South Carolina,Republican,House,2013,2020,1801
Tom Sawyer,Representative,Sawyer,Ohio,Democratic,House,1987,2003,1802
Tom Udall,Senator,Udall,New Mexico,Democratic,House,1999,2009,1803
Tom Udall,Senator,Udall,New Mexico,Democratic,Senate,2009,2020,1804
Tommy F. Robinson,Representative,Robinson,Arkansas,Republican,House,1985,1991,1805
Tony Cardenas,Representative,Cardenas,California,Democratic,House,2013,2020,1806
Tony P. Hall,Representative,Hall,Ohio,Democratic,House,1979,2002,1807
Travis Childers,Representative,Childers,Mississippi,Democratic,House,2008,2011,1808
Trent Franks,Representative,Franks,Arizona,Republican,House,2003,2017,1809
Trent Kelly,Representative,Kelly,Mississippi,Republican,House,2015,2020,1810
Trent Lott,Senator,Lott,Mississippi,Republican,House,1973,1989,1811
Trent Lott,Senator,Lott,Mississippi,Republican,Senate,1989,2007,1812
Trey Gowdy,Representative,Gowdy,South Carolina,Republican,House,2011,2019,1813
Trey Hollingsworth,Representative,Hollingsworth,Indiana,Republican,House,2017,2020,1814
Trey Radel,Representative,Radel,Florida,Republican,House,2013,2014,1815
Troy Balderson,Representative,Balderson,Ohio,Republican,House,2018,2020,1816
Tulsi Gabbard,Representative,Gabbard,Hawaii,Democratic,House,2013,2020,1817
Val Butler Demings,Representative,Demings,Florida,Democratic,House,2017,2020,1818
Van Hilleary,Representative,Hilleary,Tennessee,Republican,House,1995,2003,1819
Van Taylor,Representative,Taylor,Texas,Republican,House,2019,2020,1820
Vance M. McAllister,Representative,McAllister,Louisiana,Republican,House,2013,2015,1821
Vern Buchanan,Representative,Buchanan,Florida,Republican,House,2007,2020,1822
Vernon J. Ehlers,Representative,Ehlers,Michigan,Republican,House,1993,2011,1823
Veronica Escobar,Representative,Escobar,Texas,Democratic,House,2019,2020,1824
Vic Fazio,Representative,Fazio,California,Democratic,House,1979,1999,1825
Vic Snyder,Representative,Snyder,Arkansas,Democratic,House,1997,2011,1826
Vicente Gonzalez,Representative,Gonzalez,Texas,Democratic,House,2017,2020,1827
Vicky Hartzler,Representative,Hartzler,Missouri,Republican,House,2011,2020,1828
Victor O. Frazer,Delegate,Frazer,Virgin Islands,Independent,House,1995,1997,1829
Vin Weber,Representative,Weber,Minnesota,Republican,House,1981,1993,1830
Vince Snowbarger,Representative,Snowbarger,Kansas,Republican,House,1997,1999,1831
"Virgil H., Jr. Goode",Representative,Goode,Virginia,Republican,House,1997,2009,1832
Virginia Foxx,Representative,Foxx,North Carolina,Republican,House,2005,2020,1833
Virginia Smith,Representative,Smith,Nebraska,Republican,House,1975,1991,1834
Vito Fossella,Representative,Fossella,New York,Republican,House,1997,2009,1835
W. C. (Dan) Daniel,Representative,Daniel,Virginia,Democratic,House,1969,1989,1836
W. G. (Bill) Hefner,Representative,Hefner,North Carolina,Democratic,House,1975,1999,1837
W. Gregory Steube,Representative,Steube,Florida,Republican,House,2019,2020,1838
W. J. (Billy) Tauzin,Representative,Tauzin,Louisiana,Republican,House,1979,2005,1839
W. Todd Akin,Representative,Akin,Missouri,Republican,House,2001,2013,1840
Wally Herger,Representative,Herger,California,Republican,House,1987,2013,1841
Walter B. Jones,Representative,Jones,North Carolina,Democratic,House,1965,1993,1842
"Walter B., Jr. Jones",Representative,Jones,North Carolina,Republican,House,1995,2019,1843
Walter Capps,Representative,Capps,California,Democratic,House,1997,1999,1844
Walter E. Fauntroy,Delegate,Fauntroy,District of Columbia,Democratic,House,1971,1991,1845
Walter Minnick,Representative,Minnick,Idaho,Democratic,House,2009,2011,1846
"Walter R., III Tucker",Representative,Tucker,California,Democratic,House,1993,1997,1847
Warren Davidson,Representative,Davidson,Ohio,Republican,House,2016,2020,1848
Warren Rudman,Senator,Rudman,New Hampshire,Republican,Senate,1981,1993,1849
Wayne Allard,Senator,Allard,Colorado,Republican,House,1991,1997,1850
Wayne Allard,Senator,Allard,Colorado,Republican,Senate,1997,2009,1851
Wayne Dowdy,Representative,Dowdy,Mississippi,Democratic,House,1981,1989,1852
Wayne Owens,Representative,Owens,Utah,Democratic,House,1973,1993,1853
Wayne T. Gilchrest,Representative,Gilchrest,Maryland,Republican,House,1991,2009,1854
Wendell H. Ford,Senator,Ford,Kentucky,Democratic,Senate,1975,1999,1855
Wes Cooley,Representative,Cooley,Oregon,Republican,House,1995,1997,1856
Wes Watkins,Representative,Watkins,Oklahoma,Republican,House,1977,2003,1857
Will Hurd,Representative,Hurd,Texas,Republican,House,2015,2020,1858
William (Bill) Clay,Representative,Clay,Missouri,Democratic,House,1969,2001,1859
William D. Ford,Representative,Ford,Michigan,Democratic,House,1965,1995,1860
William E. Dannemeyer,Representative,Dannemeyer,California,Republican,House,1979,1993,1861
William F. Goodling,Representative,Goodling,Pennsylvania,Republican,House,1975,2001,1862
"William F., Jr. Clinger",Representative,Clinger,Pennsylvania,Republican,House,1979,1997,1863
William H. Boner,Representative,Boner,Tennessee,Democratic,House,1979,1989,1864
William H. Frist,Senator,Frist,Tennessee,Republican,Senate,1995,2007,1865
William H. Natcher,Representative,Natcher,Kentucky,Democratic,House,1953,1995,1866
"William H., III Gray",Representative,Gray,Pennsylvania,Democratic,House,1979,1993,1867
"William H., Jr. Zeliff",Representative,Zeliff,New Hampshire,Republican,House,1991,1997,1868
William J. Coyne,Representative,Coyne,Pennsylvania,Democratic,House,1981,2003,1869
William J. Hughes,Representative,Hughes,New Jersey,Democratic,House,1975,1995,1870
William J. Janklow,Representative,Janklow,South Dakota,Republican,House,2003,2004,1871
William J. Jefferson,Representative,Jefferson,Louisiana,Democratic,House,1991,2009,1872
William J. Martini,Representative,Martini,New Jersey,Republican,House,1995,1997,1873
William L. Armstrong,Senator,Armstrong,Colorado,Republican,House,1973,1979,1874
William L. Armstrong,Senator,Armstrong,Colorado,Republican,Senate,1979,1991,1875
William L. Dickinson,Representative,Dickinson,Alabama,Republican,House,1965,1993,1876
William L. Enyart,Representative,Enyart,Illinois,Democratic,House,2013,2015,1877
William L. Jenkins,Representative,Jenkins,Tennessee,Republican,House,1997,2007,1878
William L. Owens,Representative,Owens,New York,Democratic,House,2009,2015,1879
William Lehman,Representative,Lehman,Florida,Democratic,House,1973,1993,1880
William M. Cowan,Senator,Cowan,Massachusetts,Democratic,Senate,2013,2013,1881
William M. Thomas,Representative,Thomas,California,Republican,House,1979,2007,1882
William O. Lipinski,Representative,Lipinski,Illinois,Democratic,House,1983,2005,1883
William Proxmire,Senator,Proxmire,Wisconsin,Democratic,Senate,1957,1989,1884
William R. IV Timmons,Representative,Timmons,South Carolina,Republican,House,2019,2020,1885
William R. Keating,Representative,Keating,Massachusetts,Democratic,House,2011,2020,1886
William S. Broomfield,Representative,Broomfield,Michigan,Republican,House,1957,1993,1887
William S. Cohen,Senator,Cohen,Maine,Republican,House,1973,1979,1888
William S. Cohen,Senator,Cohen,Maine,Republican,Senate,1979,1997,1889
William V. Roth Jr.,Senator,Roth Jr.,Delaware,Republican,House,1967,1969,1890
William V. Roth Jr.,Senator,Roth Jr.,Delaware,Republican,Senate,1969,2001,1891
"Willis D., Jr. Gradison",Representative,Gradison,Ohio,Republican,House,1975,1995,1892
Wm. Lacy Clay,Representative,Clay,Missouri,Democratic,House,2001,2020,1893
"Wyche, Jr. Fowler",Senator,Fowler,Georgia,Democratic,House,1977,1987,1894
"Wyche, Jr. Fowler",Senator,Fowler,Georgia,Democratic,Senate,1987,1993,1895
Xavier Becerra,Representative,Becerra,California,Democratic,House,1993,2017,1896
Xochitl Torres Small,Representative,Torres Small,New Mexico,Democratic,House,2019,2020,1897
Yvette D. Clarke,Representative,Clarke,New York,Democratic,House,2007,2020,1898
Zach Wamp,Representative,Wamp,Tennessee,Republican,House,1995,2011,1899
Zachary T. Space,Representative,Space,Ohio,Democratic,House,2007,2011,1900
Zell Miller,Senator,Miller,Georgia,Democratic,Senate,2000,2005,1901
Zoe Lofgren,Representative,Lofgren,California,Democratic,House,1995,2020,1902
